ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,DateTime,Date,Time,Hour,Minute,DayOfWeek,DayName,WeekOfYear,OccupancyRate,VehicleType_Encoded,TrafficLevel_Encoded
15352,Others-CCCPS8,1322,26.14754886,91.72799519,474,cycle,low,2,0,26-11-2016,09:01:00,2016-11-26 09:01:00,2016-11-26,09:01:00,9,1,5,Saturday,47,35.854765506807865,1,1
15353,Others-CCCPS8,1322,26.14754886,91.72799519,558,car,average,3,0,26-11-2016,09:35:00,2016-11-26 09:35:00,2016-11-26,09:35:00,9,35,5,Saturday,47,42.208774583963695,3,2
15354,Others-CCCPS8,1322,26.14754886,91.72799519,652,cycle,low,4,0,26-11-2016,10:01:00,2016-11-26 10:01:00,2016-11-26,10:01:00,10,1,5,Saturday,47,49.319213313161875,1,1
15355,Others-CCCPS8,1322,26.14754886,91.72799519,751,car,average,4,0,26-11-2016,10:35:00,2016-11-26 10:35:00,2016-11-26,10:35:00,10,35,5,Saturday,47,56.80786686838124,3,2
15356,Others-CCCPS8,1322,26.14754886,91.72799519,819,truck,average,5,0,26-11-2016,11:01:00,2016-11-26 11:01:00,2016-11-26,11:01:00,11,1,5,Saturday,47,61.95158850226928,4,2
15357,Others-CCCPS8,1322,26.14754886,91.72799519,840,car,average,6,0,26-11-2016,11:28:00,2016-11-26 11:28:00,2016-11-26,11:28:00,11,28,5,Saturday,47,63.54009077155824,3,2
15358,Others-CCCPS8,1322,26.14754886,91.72799519,905,cycle,high,9,0,26-11-2016,12:01:00,2016-11-26 12:01:00,2016-11-26,12:01:00,12,1,5,Saturday,47,68.45688350983359,1,3
15359,Others-CCCPS8,1322,26.14754886,91.72799519,969,bike,high,9,0,26-11-2016,12:28:00,2016-11-26 12:28:00,2016-11-26,12:28:00,12,28,5,Saturday,47,73.29803328290468,2,3
15360,Others-CCCPS8,1322,26.14754886,91.72799519,1002,car,high,8,0,26-11-2016,13:01:00,2016-11-26 13:01:00,2016-11-26,13:01:00,13,1,5,Saturday,47,75.79425113464447,3,3
15361,Others-CCCPS8,1322,26.14754886,91.72799519,1044,car,high,8,0,26-11-2016,13:28:00,2016-11-26 13:28:00,2016-11-26,13:28:00,13,28,5,Saturday,47,78.9712556732224,3,3
15362,Others-CCCPS8,1322,26.14754886,91.72799519,1086,car,high,6,0,26-11-2016,14:01:00,2016-11-26 14:01:00,2016-11-26,14:01:00,14,1,5,Saturday,47,82.1482602118003,3,3
15363,Others-CCCPS8,1322,26.14754886,91.72799519,1180,bike,high,7,0,26-11-2016,14:41:00,2016-11-26 14:41:00,2016-11-26,14:41:00,14,41,5,Saturday,47,89.25869894099849,2,3
15364,Others-CCCPS8,1322,26.14754886,91.72799519,1212,cycle,low,2,0,26-11-2016,15:01:00,2016-11-26 15:01:00,2016-11-26,15:01:00,15,1,5,Saturday,47,91.67927382753403,1,1
15365,Others-CCCPS8,1322,26.14754886,91.72799519,1235,car,low,3,0,26-11-2016,15:28:00,2016-11-26 15:28:00,2016-11-26,15:28:00,15,28,5,Saturday,47,93.41906202723148,3,1
15366,Others-CCCPS8,1322,26.14754886,91.72799519,1226,cycle,low,3,0,26-11-2016,16:01:00,2016-11-26 16:01:00,2016-11-26,16:01:00,16,1,5,Saturday,47,92.73827534039334,1,1
15367,Others-CCCPS8,1322,26.14754886,91.72799519,1200,cycle,low,2,0,26-11-2016,16:28:00,2016-11-26 16:28:00,2016-11-26,16:28:00,16,28,5,Saturday,47,90.77155824508321,1,1
15368,Others-CCCPS8,1322,26.14754886,91.72799519,425,car,low,3,1,27-11-2016,08:02:00,2016-11-27 08:02:00,2016-11-27,08:02:00,8,2,6,Sunday,47,32.1482602118003,3,1
15369,Others-CCCPS8,1322,26.14754886,91.72799519,425,car,low,2,1,27-11-2016,08:32:00,2016-11-27 08:32:00,2016-11-27,08:32:00,8,32,6,Sunday,47,32.1482602118003,3,1
15370,Others-CCCPS8,1322,26.14754886,91.72799519,435,bike,low,3,1,27-11-2016,09:02:00,2016-11-27 09:02:00,2016-11-27,09:02:00,9,2,6,Sunday,47,32.90468986384266,2,1
15371,Others-CCCPS8,1322,26.14754886,91.72799519,457,car,low,4,1,27-11-2016,09:32:00,2016-11-27 09:32:00,2016-11-27,09:32:00,9,32,6,Sunday,47,34.56883509833585,3,1
15372,Others-CCCPS8,1322,26.14754886,91.72799519,492,car,low,5,1,27-11-2016,10:01:00,2016-11-27 10:01:00,2016-11-27,10:01:00,10,1,6,Sunday,47,37.21633888048411,3,1
15373,Others-CCCPS8,1322,26.14754886,91.72799519,565,car,average,6,1,27-11-2016,10:32:00,2016-11-27 10:32:00,2016-11-27,10:32:00,10,32,6,Sunday,47,42.73827534039334,3,2
15374,Others-CCCPS8,1322,26.14754886,91.72799519,671,car,average,7,1,27-11-2016,11:01:00,2016-11-27 11:01:00,2016-11-27,11:01:00,11,1,6,Sunday,47,50.75642965204236,3,2
15375,Others-CCCPS8,1322,26.14754886,91.72799519,741,car,average,8,1,27-11-2016,11:31:00,2016-11-27 11:31:00,2016-11-27,11:31:00,11,31,6,Sunday,47,56.05143721633888,3,2
15376,Others-CCCPS8,1322,26.14754886,91.72799519,803,car,high,13,1,27-11-2016,12:01:00,2016-11-27 12:01:00,2016-11-27,12:01:00,12,1,6,Sunday,47,60.741301059001515,3,3
15377,Others-CCCPS8,1322,26.14754886,91.72799519,861,car,high,13,1,27-11-2016,12:32:00,2016-11-27 12:32:00,2016-11-27,12:32:00,12,32,6,Sunday,47,65.1285930408472,3,3
15378,Others-CCCPS8,1322,26.14754886,91.72799519,900,car,high,12,1,27-11-2016,13:08:00,2016-11-27 13:08:00,2016-11-27,13:08:00,13,8,6,Sunday,47,68.07866868381241,3,3
15379,Others-CCCPS8,1322,26.14754886,91.72799519,927,car,high,11,1,27-11-2016,13:32:00,2016-11-27 13:32:00,2016-11-27,13:32:00,13,32,6,Sunday,47,70.12102874432678,3,3
15380,Others-CCCPS8,1322,26.14754886,91.72799519,960,car,average,7,1,27-11-2016,14:02:00,2016-11-27 14:02:00,2016-11-27,14:02:00,14,2,6,Sunday,47,72.61724659606656,3,2
15381,Others-CCCPS8,1322,26.14754886,91.72799519,988,car,average,7,1,27-11-2016,14:31:00,2016-11-27 14:31:00,2016-11-27,14:31:00,14,31,6,Sunday,47,74.73524962178517,3,2
15382,Others-CCCPS8,1322,26.14754886,91.72799519,990,car,low,3,1,27-11-2016,15:01:00,2016-11-27 15:01:00,2016-11-27,15:01:00,15,1,6,Sunday,47,74.88653555219365,3,1
15383,Others-CCCPS8,1322,26.14754886,91.72799519,954,bike,low,4,1,27-11-2016,15:32:00,2016-11-27 15:32:00,2016-11-27,15:32:00,15,32,6,Sunday,47,72.16338880484115,2,1
15384,Others-CCCPS8,1322,26.14754886,91.72799519,907,car,low,3,1,27-11-2016,16:01:00,2016-11-27 16:01:00,2016-11-27,16:01:00,16,1,6,Sunday,47,68.60816944024207,3,1
15385,Others-CCCPS8,1322,26.14754886,91.72799519,874,car,average,4,1,27-11-2016,16:32:00,2016-11-27 16:32:00,2016-11-27,16:32:00,16,32,6,Sunday,47,66.11195158850227,3,2
15386,Others-CCCPS8,1322,26.14754886,91.72799519,358,bike,low,1,0,28-11-2016,08:01:00,2016-11-28 08:01:00,2016-11-28,08:01:00,8,1,0,Monday,48,27.08018154311649,2,1
15387,Others-CCCPS8,1322,26.14754886,91.72799519,395,bike,low,2,0,28-11-2016,08:32:00,2016-11-28 08:32:00,2016-11-28,08:32:00,8,32,0,Monday,48,29.87897125567322,2,1
15388,Others-CCCPS8,1322,26.14754886,91.72799519,443,car,low,2,0,28-11-2016,09:02:00,2016-11-28 09:02:00,2016-11-28,09:02:00,9,2,0,Monday,48,33.50983358547655,3,1
15389,Others-CCCPS8,1322,26.14754886,91.72799519,503,car,low,3,0,28-11-2016,09:28:00,2016-11-28 09:28:00,2016-11-28,09:28:00,9,28,0,Monday,48,38.04841149773071,3,1
15390,Others-CCCPS8,1322,26.14754886,91.72799519,590,car,average,4,0,28-11-2016,10:01:00,2016-11-28 10:01:00,2016-11-28,10:01:00,10,1,0,Monday,48,44.62934947049924,3,2
15391,Others-CCCPS8,1322,26.14754886,91.72799519,684,car,average,5,0,28-11-2016,10:32:00,2016-11-28 10:32:00,2016-11-28,10:32:00,10,32,0,Monday,48,51.73978819969742,3,2
15392,Others-CCCPS8,1322,26.14754886,91.72799519,740,car,average,6,0,28-11-2016,11:01:00,2016-11-28 11:01:00,2016-11-28,11:01:00,11,1,0,Monday,48,55.975794251134644,3,2
15393,Others-CCCPS8,1322,26.14754886,91.72799519,786,car,average,6,0,28-11-2016,11:32:00,2016-11-28 11:32:00,2016-11-28,11:32:00,11,32,0,Monday,48,59.4553706505295,3,2
15394,Others-CCCPS8,1322,26.14754886,91.72799519,814,car,high,9,0,28-11-2016,12:01:00,2016-11-28 12:01:00,2016-11-28,12:01:00,12,1,0,Monday,48,61.57337367624811,3,3
15395,Others-CCCPS8,1322,26.14754886,91.72799519,834,car,high,9,0,28-11-2016,12:28:00,2016-11-28 12:28:00,2016-11-28,12:28:00,12,28,0,Monday,48,63.086232980332824,3,3
15396,Others-CCCPS8,1322,26.14754886,91.72799519,851,car,high,9,0,28-11-2016,13:02:00,2016-11-28 13:02:00,2016-11-28,13:02:00,13,2,0,Monday,48,64.37216338880484,3,3
15397,Others-CCCPS8,1322,26.14754886,91.72799519,859,car,high,8,0,28-11-2016,13:31:00,2016-11-28 13:31:00,2016-11-28,13:31:00,13,31,0,Monday,48,64.97730711043873,3,3
15398,Others-CCCPS8,1322,26.14754886,91.72799519,861,bike,average,4,0,28-11-2016,14:02:00,2016-11-28 14:02:00,2016-11-28,14:02:00,14,2,0,Monday,48,65.1285930408472,2,2
15399,Others-CCCPS8,1322,26.14754886,91.72799519,839,car,average,4,0,28-11-2016,14:32:00,2016-11-28 14:32:00,2016-11-28,14:32:00,14,32,0,Monday,48,63.46444780635401,3,2
15400,Others-CCCPS8,1322,26.14754886,91.72799519,820,cycle,low,3,0,28-11-2016,15:02:00,2016-11-28 15:02:00,2016-11-28,15:02:00,15,2,0,Monday,48,62.02723146747352,1,1
15401,Others-CCCPS8,1322,26.14754886,91.72799519,752,car,low,3,0,28-11-2016,15:41:00,2016-11-28 15:41:00,2016-11-28,15:41:00,15,41,0,Monday,48,56.88350983358548,3,1
15402,Others-CCCPS8,1322,26.14754886,91.72799519,711,cycle,low,2,0,28-11-2016,16:02:00,2016-11-28 16:02:00,2016-11-28,16:02:00,16,2,0,Monday,48,53.782148260211805,1,1
15403,Others-CCCPS8,1322,26.14754886,91.72799519,684,car,average,3,0,28-11-2016,16:28:00,2016-11-28 16:28:00,2016-11-28,16:28:00,16,28,0,Monday,48,51.73978819969742,3,2
15404,Others-CCCPS8,1322,26.14754886,91.72799519,467,car,low,2,0,29-11-2016,07:55:00,2016-11-29 07:55:00,2016-11-29,07:55:00,7,55,1,Tuesday,48,35.32526475037822,3,1
15405,Others-CCCPS8,1322,26.14754886,91.72799519,511,bike,average,3,0,29-11-2016,08:28:00,2016-11-29 08:28:00,2016-11-29,08:28:00,8,28,1,Tuesday,48,38.6535552193646,2,2
15406,Others-CCCPS8,1322,26.14754886,91.72799519,552,truck,low,2,0,29-11-2016,09:02:00,2016-11-29 09:02:00,2016-11-29,09:02:00,9,2,1,Tuesday,48,41.75491679273828,4,1
15407,Others-CCCPS8,1322,26.14754886,91.72799519,605,car,low,3,0,29-11-2016,09:28:00,2016-11-29 09:28:00,2016-11-29,09:28:00,9,28,1,Tuesday,48,45.76399394856278,3,1
15408,Others-CCCPS8,1322,26.14754886,91.72799519,623,car,low,3,0,29-11-2016,10:01:00,2016-11-29 10:01:00,2016-11-29,10:01:00,10,1,1,Tuesday,48,47.12556732223903,3,1
15409,Others-CCCPS8,1322,26.14754886,91.72799519,685,bike,average,5,0,29-11-2016,10:28:00,2016-11-29 10:28:00,2016-11-29,10:28:00,10,28,1,Tuesday,48,51.81543116490166,2,2
15410,Others-CCCPS8,1322,26.14754886,91.72799519,771,car,average,6,0,29-11-2016,11:01:00,2016-11-29 11:01:00,2016-11-29,11:01:00,11,1,1,Tuesday,48,58.32072617246597,3,2
15411,Others-CCCPS8,1322,26.14754886,91.72799519,813,cycle,average,6,0,29-11-2016,11:28:00,2016-11-29 11:28:00,2016-11-29,11:28:00,11,28,1,Tuesday,48,61.49773071104387,1,2
15412,Others-CCCPS8,1322,26.14754886,91.72799519,808,car,average,6,0,29-11-2016,11:55:00,2016-11-29 11:55:00,2016-11-29,11:55:00,11,55,1,Tuesday,48,61.11951588502269,3,2
15413,Others-CCCPS8,1322,26.14754886,91.72799519,819,car,high,9,0,29-11-2016,12:28:00,2016-11-29 12:28:00,2016-11-29,12:28:00,12,28,1,Tuesday,48,61.95158850226928,3,3
15414,Others-CCCPS8,1322,26.14754886,91.72799519,833,truck,high,8,0,29-11-2016,13:02:00,2016-11-29 13:02:00,2016-11-29,13:02:00,13,2,1,Tuesday,48,63.0105900151286,4,3
15415,Others-CCCPS8,1322,26.14754886,91.72799519,823,bike,high,8,0,29-11-2016,13:28:00,2016-11-29 13:28:00,2016-11-29,13:28:00,13,28,1,Tuesday,48,62.25416036308623,2,3
15416,Others-CCCPS8,1322,26.14754886,91.72799519,839,bike,average,4,0,29-11-2016,14:01:00,2016-11-29 14:01:00,2016-11-29,14:01:00,14,1,1,Tuesday,48,63.46444780635401,2,2
15417,Others-CCCPS8,1322,26.14754886,91.72799519,840,car,average,4,0,29-11-2016,14:28:00,2016-11-29 14:28:00,2016-11-29,14:28:00,14,28,1,Tuesday,48,63.54009077155824,3,2
15418,Others-CCCPS8,1322,26.14754886,91.72799519,828,cycle,average,4,0,29-11-2016,14:55:00,2016-11-29 14:55:00,2016-11-29,14:55:00,14,55,1,Tuesday,48,62.632375189107414,1,2
15419,Others-CCCPS8,1322,26.14754886,91.72799519,760,car,low,3,0,29-11-2016,15:28:00,2016-11-29 15:28:00,2016-11-29,15:28:00,15,28,1,Tuesday,48,57.48865355521936,3,1
15420,Others-CCCPS8,1322,26.14754886,91.72799519,734,truck,low,2,0,29-11-2016,16:02:00,2016-11-29 16:02:00,2016-11-29,16:02:00,16,2,1,Tuesday,48,55.52193645990923,4,1
15421,Others-CCCPS8,1322,26.14754886,91.72799519,669,car,low,2,0,29-11-2016,16:28:00,2016-11-29 16:28:00,2016-11-29,16:28:00,16,28,1,Tuesday,48,50.60514372163388,3,1
15422,Others-CCCPS8,1322,26.14754886,91.72799519,427,car,low,2,0,30-11-2016,08:02:00,2016-11-30 08:02:00,2016-11-30,08:02:00,8,2,2,Wednesday,48,32.299546142208776,3,1
15423,Others-CCCPS8,1322,26.14754886,91.72799519,466,cycle,low,2,0,30-11-2016,08:28:00,2016-11-30 08:28:00,2016-11-30,08:28:00,8,28,2,Wednesday,48,35.24962178517398,1,1
15424,Others-CCCPS8,1322,26.14754886,91.72799519,540,bike,average,3,0,30-11-2016,09:01:00,2016-11-30 09:01:00,2016-11-30,09:01:00,9,1,2,Wednesday,48,40.847201210287444,2,2
15425,Others-CCCPS8,1322,26.14754886,91.72799519,615,car,low,2,0,30-11-2016,09:28:00,2016-11-30 09:28:00,2016-11-30,09:28:00,9,28,2,Wednesday,48,46.52042360060514,3,1
15426,Others-CCCPS8,1322,26.14754886,91.72799519,705,truck,low,4,0,30-11-2016,10:01:00,2016-11-30 10:01:00,2016-11-30,10:01:00,10,1,2,Wednesday,48,53.32829046898638,4,1
15427,Others-CCCPS8,1322,26.14754886,91.72799519,764,car,low,4,0,30-11-2016,10:28:00,2016-11-30 10:28:00,2016-11-30,10:28:00,10,28,2,Wednesday,48,57.791225416036305,3,1
15428,Others-CCCPS8,1322,26.14754886,91.72799519,791,car,average,4,0,30-11-2016,10:55:00,2016-11-30 10:55:00,2016-11-30,10:55:00,10,55,2,Wednesday,48,59.833585476550674,3,2
15429,Others-CCCPS8,1322,26.14754886,91.72799519,830,cycle,average,6,0,30-11-2016,11:28:00,2016-11-30 11:28:00,2016-11-30,11:28:00,11,28,2,Wednesday,48,62.78366111951589,1,2
15430,Others-CCCPS8,1322,26.14754886,91.72799519,844,car,average,6,0,30-11-2016,12:01:00,2016-11-30 12:01:00,2016-11-30,12:01:00,12,1,2,Wednesday,48,63.842662632375195,3,2
15431,Others-CCCPS8,1322,26.14754886,91.72799519,852,bike,high,9,0,30-11-2016,12:28:00,2016-11-30 12:28:00,2016-11-30,12:28:00,12,28,2,Wednesday,48,64.44780635400907,2,3
15432,Others-CCCPS8,1322,26.14754886,91.72799519,831,car,high,8,0,30-11-2016,13:01:00,2016-11-30 13:01:00,2016-11-30,13:01:00,13,1,2,Wednesday,48,62.85930408472012,3,3
15433,Others-CCCPS8,1322,26.14754886,91.72799519,829,car,average,6,0,30-11-2016,13:28:00,2016-11-30 13:28:00,2016-11-30,13:28:00,13,28,2,Wednesday,48,62.70801815431165,3,2
15434,Others-CCCPS8,1322,26.14754886,91.72799519,839,car,average,4,0,30-11-2016,14:01:00,2016-11-30 14:01:00,2016-11-30,14:01:00,14,1,2,Wednesday,48,63.46444780635401,3,2
15435,Others-CCCPS8,1322,26.14754886,91.72799519,824,car,high,6,0,30-11-2016,14:28:00,2016-11-30 14:28:00,2016-11-30,14:28:00,14,28,2,Wednesday,48,62.32980332829047,3,3
15436,Others-CCCPS8,1322,26.14754886,91.72799519,804,car,low,3,0,30-11-2016,15:01:00,2016-11-30 15:01:00,2016-11-30,15:01:00,15,1,2,Wednesday,48,60.816944024205746,3,1
15437,Others-CCCPS8,1322,26.14754886,91.72799519,772,bike,low,3,0,30-11-2016,15:28:00,2016-11-30 15:28:00,2016-11-30,15:28:00,15,28,2,Wednesday,48,58.3963691376702,2,1
15438,Others-CCCPS8,1322,26.14754886,91.72799519,729,car,low,2,0,30-11-2016,16:01:00,2016-11-30 16:01:00,2016-11-30,16:01:00,16,1,2,Wednesday,48,55.14372163388804,3,1
15439,Others-CCCPS8,1322,26.14754886,91.72799519,689,cycle,average,3,0,30-11-2016,16:28:00,2016-11-30 16:28:00,2016-11-30,16:28:00,16,28,2,Wednesday,48,52.11800302571861,1,2
15440,Others-CCCPS8,1322,26.14754886,91.72799519,461,car,low,2,0,01-12-2016,08:05:00,2016-12-01 08:05:00,2016-12-01,08:05:00,8,5,3,Thursday,48,34.8714069591528,3,1
15441,Others-CCCPS8,1322,26.14754886,91.72799519,482,car,average,2,0,01-12-2016,08:25:00,2016-12-01 08:25:00,2016-12-01,08:25:00,8,25,3,Thursday,48,36.45990922844176,3,2
15442,Others-CCCPS8,1322,26.14754886,91.72799519,552,car,low,3,0,01-12-2016,08:58:00,2016-12-01 08:58:00,2016-12-01,08:58:00,8,58,3,Thursday,48,41.75491679273828,3,1
15443,Others-CCCPS8,1322,26.14754886,91.72799519,614,car,low,3,0,01-12-2016,09:25:00,2016-12-01 09:25:00,2016-12-01,09:25:00,9,25,3,Thursday,48,46.4447806354009,3,1
15444,Others-CCCPS8,1322,26.14754886,91.72799519,696,car,low,2,0,01-12-2016,09:58:00,2016-12-01 09:58:00,2016-12-01,09:58:00,9,58,3,Thursday,48,52.64750378214826,3,1
15445,Others-CCCPS8,1322,26.14754886,91.72799519,772,car,low,4,0,01-12-2016,10:25:00,2016-12-01 10:25:00,2016-12-01,10:25:00,10,25,3,Thursday,48,58.3963691376702,3,1
15446,Others-CCCPS8,1322,26.14754886,91.72799519,827,car,average,4,0,01-12-2016,10:58:00,2016-12-01 10:58:00,2016-12-01,10:58:00,10,58,3,Thursday,48,62.556732223903175,3,2
15447,Others-CCCPS8,1322,26.14754886,91.72799519,871,car,average,5,0,01-12-2016,11:32:00,2016-12-01 11:32:00,2016-12-01,11:32:00,11,32,3,Thursday,48,65.88502269288956,3,2
15448,Others-CCCPS8,1322,26.14754886,91.72799519,888,car,average,6,0,01-12-2016,11:58:00,2016-12-01 11:58:00,2016-12-01,11:58:00,11,58,3,Thursday,48,67.17095310136158,3,2
15449,Others-CCCPS8,1322,26.14754886,91.72799519,889,car,average,7,0,01-12-2016,12:25:00,2016-12-01 12:25:00,2016-12-01,12:25:00,12,25,3,Thursday,48,67.24659606656581,3,2
15450,Others-CCCPS8,1322,26.14754886,91.72799519,913,car,average,7,0,01-12-2016,12:58:00,2016-12-01 12:58:00,2016-12-01,12:58:00,12,58,3,Thursday,48,69.06202723146747,3,2
15451,Others-CCCPS8,1322,26.14754886,91.72799519,936,bike,high,8,0,01-12-2016,13:25:00,2016-12-01 13:25:00,2016-12-01,13:25:00,13,25,3,Thursday,48,70.80181543116491,2,3
15452,Others-CCCPS8,1322,26.14754886,91.72799519,937,car,average,6,0,01-12-2016,13:58:00,2016-12-01 13:58:00,2016-12-01,13:58:00,13,58,3,Thursday,48,70.87745839636914,3,2
15453,Others-CCCPS8,1322,26.14754886,91.72799519,920,car,average,5,0,01-12-2016,14:25:00,2016-12-01 14:25:00,2016-12-01,14:25:00,14,25,3,Thursday,48,69.59152798789712,3,2
15454,Others-CCCPS8,1322,26.14754886,91.72799519,890,car,average,5,0,01-12-2016,14:58:00,2016-12-01 14:58:00,2016-12-01,14:58:00,14,58,3,Thursday,48,67.32223903177005,3,2
15455,Others-CCCPS8,1322,26.14754886,91.72799519,862,car,low,3,0,01-12-2016,15:25:00,2016-12-01 15:25:00,2016-12-01,15:25:00,15,25,3,Thursday,48,65.20423600605145,3,1
15456,Others-CCCPS8,1322,26.14754886,91.72799519,807,car,low,3,0,01-12-2016,15:58:00,2016-12-01 15:58:00,2016-12-01,15:58:00,15,58,3,Thursday,48,61.043872919818455,3,1
15457,Others-CCCPS8,1322,26.14754886,91.72799519,783,car,low,2,0,01-12-2016,16:25:00,2016-12-01 16:25:00,2016-12-01,16:25:00,16,25,3,Thursday,48,59.228441754916794,3,1
15458,Others-CCCPS8,1322,26.14754886,91.72799519,366,cycle,low,2,0,02-12-2016,07:55:00,2016-12-02 07:55:00,2016-12-02,07:55:00,7,55,4,Friday,48,27.685325264750375,1,1
15459,Others-CCCPS8,1322,26.14754886,91.72799519,395,car,low,2,0,02-12-2016,08:28:00,2016-12-02 08:28:00,2016-12-02,08:28:00,8,28,4,Friday,48,29.87897125567322,3,1
15460,Others-CCCPS8,1322,26.14754886,91.72799519,443,bike,average,3,0,02-12-2016,09:01:00,2016-12-02 09:01:00,2016-12-02,09:01:00,9,1,4,Friday,48,33.50983358547655,2,2
15461,Others-CCCPS8,1322,26.14754886,91.72799519,491,car,low,3,0,02-12-2016,09:28:00,2016-12-02 09:28:00,2016-12-02,09:28:00,9,28,4,Friday,48,37.14069591527988,3,1
15462,Others-CCCPS8,1322,26.14754886,91.72799519,538,bike,average,4,0,02-12-2016,10:02:00,2016-12-02 10:02:00,2016-12-02,10:02:00,10,2,4,Friday,48,40.69591527987897,2,2
15463,Others-CCCPS8,1322,26.14754886,91.72799519,572,car,low,4,0,02-12-2016,10:28:00,2016-12-02 10:28:00,2016-12-02,10:28:00,10,28,4,Friday,48,43.267776096823,3,1
15464,Others-CCCPS8,1322,26.14754886,91.72799519,629,cycle,average,6,0,02-12-2016,11:01:00,2016-12-02 11:01:00,2016-12-02,11:01:00,11,1,4,Friday,48,47.579425113464445,1,2
15465,Others-CCCPS8,1322,26.14754886,91.72799519,674,car,average,6,0,02-12-2016,11:28:00,2016-12-02 11:28:00,2016-12-02,11:28:00,11,28,4,Friday,48,50.983358547655065,3,2
15466,Others-CCCPS8,1322,26.14754886,91.72799519,728,bike,high,9,0,02-12-2016,12:01:00,2016-12-02 12:01:00,2016-12-02,12:01:00,12,1,4,Friday,48,55.06807866868382,2,3
15467,Others-CCCPS8,1322,26.14754886,91.72799519,767,car,high,9,0,02-12-2016,12:28:00,2016-12-02 12:28:00,2016-12-02,12:28:00,12,28,4,Friday,48,58.01815431164902,3,3
15468,Others-CCCPS8,1322,26.14754886,91.72799519,810,bike,high,9,0,02-12-2016,12:58:00,2016-12-02 12:58:00,2016-12-02,12:58:00,12,58,4,Friday,48,61.27080181543116,2,3
15469,Others-CCCPS8,1322,26.14754886,91.72799519,815,truck,high,8,0,02-12-2016,13:25:00,2016-12-02 13:25:00,2016-12-02,13:25:00,13,25,4,Friday,48,61.64901664145235,4,3
15470,Others-CCCPS8,1322,26.14754886,91.72799519,801,car,average,6,0,02-12-2016,13:58:00,2016-12-02 13:58:00,2016-12-02,13:58:00,13,58,4,Friday,48,60.590015128593045,3,2
15471,Others-CCCPS8,1322,26.14754886,91.72799519,794,car,average,4,0,02-12-2016,14:25:00,2016-12-02 14:25:00,2016-12-02,14:25:00,14,25,4,Friday,48,60.06051437216339,3,2
15472,Others-CCCPS8,1322,26.14754886,91.72799519,754,cycle,high,7,0,02-12-2016,14:58:00,2016-12-02 14:58:00,2016-12-02,14:58:00,14,58,4,Friday,48,57.03479576399395,1,3
15473,Others-CCCPS8,1322,26.14754886,91.72799519,721,bike,low,3,0,02-12-2016,15:31:00,2016-12-02 15:31:00,2016-12-02,15:31:00,15,31,4,Friday,48,54.53857791225416,2,1
15474,Others-CCCPS8,1322,26.14754886,91.72799519,662,truck,low,2,0,02-12-2016,15:58:00,2016-12-02 15:58:00,2016-12-02,15:58:00,15,58,4,Friday,48,50.07564296520424,4,1
15475,Others-CCCPS8,1322,26.14754886,91.72799519,616,car,average,3,0,02-12-2016,16:32:00,2016-12-02 16:32:00,2016-12-02,16:32:00,16,32,4,Friday,48,46.59606656580938,3,2
15476,Others-CCCPS8,1322,26.14754886,91.72799519,295,car,low,3,1,05-12-2016,08:02:00,2016-12-05 08:02:00,2016-12-05,08:02:00,8,2,0,Monday,49,22.31467473524962,3,1
15477,Others-CCCPS8,1322,26.14754886,91.72799519,324,car,low,3,1,05-12-2016,08:29:00,2016-12-05 08:29:00,2016-12-05,08:29:00,8,29,0,Monday,49,24.508320726172467,3,1
15478,Others-CCCPS8,1322,26.14754886,91.72799519,360,car,low,4,1,05-12-2016,09:02:00,2016-12-05 09:02:00,2016-12-05,09:02:00,9,2,0,Monday,49,27.23146747352496,3,1
15479,Others-CCCPS8,1322,26.14754886,91.72799519,415,truck,low,3,1,05-12-2016,09:29:00,2016-12-05 09:29:00,2016-12-05,09:29:00,9,29,0,Monday,49,31.391830559757945,4,1
15480,Others-CCCPS8,1322,26.14754886,91.72799519,493,car,average,6,1,05-12-2016,10:03:00,2016-12-05 10:03:00,2016-12-05,10:03:00,10,3,0,Monday,49,37.29198184568835,3,2
15481,Others-CCCPS8,1322,26.14754886,91.72799519,555,car,low,5,1,05-12-2016,10:29:00,2016-12-05 10:29:00,2016-12-05,10:29:00,10,29,0,Monday,49,41.98184568835098,3,1
15482,Others-CCCPS8,1322,26.14754886,91.72799519,640,car,average,7,1,05-12-2016,11:02:00,2016-12-05 11:02:00,2016-12-05,11:02:00,11,2,0,Monday,49,48.41149773071105,3,2
15483,Others-CCCPS8,1322,26.14754886,91.72799519,697,truck,average,8,1,05-12-2016,11:29:00,2016-12-05 11:29:00,2016-12-05,11:29:00,11,29,0,Monday,49,52.7231467473525,4,2
15484,Others-CCCPS8,1322,26.14754886,91.72799519,752,car,high,11,1,05-12-2016,11:56:00,2016-12-05 11:56:00,2016-12-05,11:56:00,11,56,0,Monday,49,56.88350983358548,3,3
15485,Others-CCCPS8,1322,26.14754886,91.72799519,790,bike,high,12,1,05-12-2016,12:29:00,2016-12-05 12:29:00,2016-12-05,12:29:00,12,29,0,Monday,49,59.75794251134644,2,3
15486,Others-CCCPS8,1322,26.14754886,91.72799519,817,bike,high,11,1,05-12-2016,13:02:00,2016-12-05 13:02:00,2016-12-05,13:02:00,13,2,0,Monday,49,61.80030257186082,2,3
